0	0	199	-879.2779256408346
1	1	199	-1447.3737612118005
2	1	199	-915.1174315854425
3	2	199	-1160.940118862631
4	3	199	-1398.9209787222119
5	3	199	-1120.206446993255
6	4	199	-1672.141225727455
7	4	199	-1298.6358510727575
8	5	199	-1426.2029514356661
9	5	199	-1637.1951052720885
10	6	199	-787.2702744437022
11	6	199	-1352.2217156974712
12	7	199	-1551.560716939633
13	8	199	-1468.182667499467
14	8	199	-1359.3736651530796
15	9	199	-1211.431242403754
16	9	199	-1629.621552872557
17	10	199	-1226.8812102788788
18	10	199	-1366.0647035977283
19	11	199	-1598.9318268002278
20	11	199	-1334.7971452829872
21	12	199	-1588.265821095359
22	12	199	-1448.394452804172
23	13	199	-1362.7403861315904
24	13	199	-1409.5937767976407
25	14	199	-610.2323891167354
26	15	199	-1280.8363671547875
27	16	199	-1221.8919580400095
28	17	199	-1075.27534236143
29	17	199	-1507.2595150106897
30	18	199	-1336.5030104183638
31	18	199	-1196.3909366844182
32	19	199	-1226.657161087013
33	20	199	-650.691198345909
34	20	199	-1232.960760083247
35	21	199	-1041.9068921185194
36	21	199	-769.2718112986439
37	22	199	-723.6818062445641
38	22	199	-252.74612086499704
39	23	199	-1231.8999830480475
40	23	199	-1098.4997792878223
41	24	199	-542.863472004555
42	24	199	-1108.9265323594504
43	25	199	-898.3099507913736
44	25	199	-253.2389153631059
45	26	199	-828.1010404404408
46	26	199	-1.0814483426906027
47	27	199	-0.9985275665303665
48	27	199	-523.0823133237501
49	28	199	-485.5011741886839
50	28	199	-520.0339811305342
51	29	199	-124.44684682807815
52	30	199	-1.4667200551800894
53	30	199	-1102.0766646490665
54	31	199	-127.98671721246714
55	31	199	-131.45302720430516
56	32	199	-1.262008206976599
57	32	199	-0.9562293771051161
58	33	199	-127.53579108272989
59	33	199	-273.99012144620406
60	34	199	-1230.8771081077216
61	34	199	-2.000556473358241
62	35	199	-1205.1449135845596
63	35	199	-974.4807481305187
64	36	199	-1227.3659809714823
65	36	199	-1157.7207237868718
66	37	199	-1313.3326946130237
67	38	199	-1066.7509605701187
68	38	199	-1200.814135416833
69	39	199	-1238.1661553003717
70	39	199	-1136.2365589714163
71	40	199	-1062.0594675757684
72	40	199	-1201.3547794412004
73	41	199	-1039.4769254153725
74	41	199	-242.31605402431143
75	42	199	-1081.700010047681
76	43	199	-779.3973994173716
77	43	199	-123.97406140774179
78	44	199	-802.1896829623512
79	44	199	-370.94457943216526
80	45	199	-1.2632733075954834
81	45	199	-120.73877774806648
82	46	199	-365.15104314797327
83	46	199	-250.9119085858047
84	47	199	-348.68169754306774
85	48	199	-1178.761457228044
86	48	199	-124.29328321800187
87	49	199	-359.4727483821983
88	49	199	-122.23750642165606
89	50	199	-655.2747992790474
90	50	199	-722.3997263236802
91	51	199	-242.86067831654483
92	51	199	-464.11935137911377
93	52	199	-1.0504957668162598
94	52	199	-244.4777381613027
95	53	199	-245.2960833911721
96	54	199	-640.9227980174892
97	54	199	-122.54506700578675
98	55	199	-257.39191420957644
99	55	199	-123.98260946315288
100	56	199	-119.79611059129246
101	56	199	-499.5703344610312
102	57	199	-244.30765575680914
103	57	199	-230.23421313911936
104	58	199	-364.6401775300581
105	59	199	-517.610956036391
106	59	199	-234.74723110097378
107	60	199	-523.3676292160233
108	60	199	-1.1833140754731593
109	61	199	-120.11155628060853
110	61	199	-258.4564320905745
111	62	199	-389.52099291386105
112	62	199	-126.327161254025
113	63	199	-254.4168630767793
114	63	199	-344.4123730975369
115	64	199	-122.91392511104311
116	64	199	-259.4285757308031
117	65	199	-226.44660732224514
118	66	199	-385.6170063408442
119	66	199	-346.73747579424077
120	67	199	-123.78064841138797
121	67	199	-616.6281705788556
122	68	199	-1.4790315206660034
123	68	199	-350.1341625962141
124	69	199	-124.49655135878432
125	69	199	-124.77382138950014
126	70	199	-119.61559076278705
127	70	199	-1.2928465790665487
128	71	199	-249.27807048776575
129	72	199	-359.1044191083868
130	72	199	-253.87652740688802
131	73	199	-239.2750538739374
132	73	199	-495.4040603898919
133	74	199	-498.91659804015677
134	74	199	-119.48577090317654
135	75	199	-124.08541033666553
136	75	199	-121.74029634095564
137	76	199	-127.2496790354241
138	76	199	-357.227470946178
139	77	199	-128.50398529493424
140	78	199	-1.905720725620301
141	78	199	-402.3179204506779
142	79	199	-1.448955563926108
143	79	199	-492.8423732007283
144	80	199	-243.9992271539807
145	80	199	-403.2915380994941
146	81	199	-2.368290674875718
147	81	199	-358.3373508266754
148	82	199	-126.8362690865925
149	83	199	-119.52681548802732
150	83	199	-2.3083352040538396
151	84	199	-124.27080807620618
152	84	199	-712.32963996434
153	85	199	-373.57070466973823
154	85	199	-396.3192343386462
155	86	199	-369.317184890819
156	87	199	-128.1471244142641
157	87	199	-124.600181114268
158	88	199	-126.86502607240925
159	88	199	-125.06019542366585
160	89	199	-242.91942095331441
161	89	199	-259.94971116041944
162	90	199	-128.17903235503
163	90	199	-255.17792877248985
164	91	199	-257.0022141116464
165	91	199	-128.47032226818382
166	92	199	-128.11021965465267
167	93	199	-120.06270747459145
168	93	199	-247.3088641398163
169	94	199	-0.9666378683457326
170	94	199	-232.8144782128796
171	95	199	-124.7574134714066
172	95	199	-475.2250831411657
173	96	199	-241.25707203621062
174	96	199	-121.32675962754598
175	97	199	-243.80656664981734
176	98	199	-365.69034540936207
177	98	199	-126.3244586146213
178	99	199	-244.49039014611063
179	99	199	-242.98483519820414
180	100	199	-372.2875314586183
181	101	199	-1.041207823620501
182	101	199	-126.75830295345249
183	102	199	-125.3063148027798
184	103	199	-127.12873822752888
185	103	199	-0.8927512712000569
186	104	199	-126.17635616571629
187	104	199	-126.77471575187221
188	105	199	-248.16206002953464
189	105	199	-126.96271698438653
190	106	199	-124.04000388329627
191	107	199	-373.3553444201865
192	107	199	-250.2664403508756
193	108	199	-125.58911455293797
194	108	199	-244.15250718623003
195	109	199	-245.68668413244305
196	109	199	-335.27649266710927
197	110	199	-127.48675582495395
198	111	199	-353.70671082859116
199	111	199	-240.54053148495427
